Category	Icon	Colour	Name	Source type	Source name	Overview pin	Zones	Requirements	Requires flying?	Added in	Projected popularity	Comments	Pins	Areas	See also
				Mined	Elementium Vein	~	Deepholm; Uldum; Twilight Highlands; Tol Barad Peninsula; Tol Barad	Mining	FALSE	Phase 1	4	Rich veins occasionally replace regular spawns. If there were no competition, you would probably be best off farming in Tol Barad with its small search area for many nodes. In practice however, you'll have to contend with countless druids, so my recommendation is to go to Zul'Gurub if possible. If that is not an option, try the areas marked here, look for good routes, and find what works best on your server at the best times for you.		59.8, 32.5; 62.3, 30.3; 63.2, 22.1; 68.1, 23.8; 73.8, 28.8; 75.6, 36.5; 77.5, 46.5; 68.8, 48.8; 69.4, 56.0; 74.5, 60.3; 75.9, 63.9; 75.8, 67.5; 70.9, 65.3; 71.5, 75.9; 63.5, 84.5; 60.0, 84.5; 57.1, 88.9; 54.2, 84.6; 48.1, 88.5; 40.5, 88.5; 36.2, 83.5; 32.6, 84.4; 27.0, 77.5; 24.2, 68.8; 20.2, 57.0; 21.4, 46.5; 26.0, 41.3; 23.1, 35.3; 26.8, 30.6; 27.2, 27.3; 28.9, 22.0; 39.4, 13.2; 44.5, 11.1; 49.2, 14.0; 46.7, 19.5; 52.8, 20.5; 47.7, 27.1; 48.9, 33.0; 53.8, 34.1; 59.8, 32.5::25.8, 7.1; 33.0, 9.2; 43.6, 6.1; 41.1, 10.0; 41.3, 12.7; 40.1, 15.9; 35.7, 22.9; 38.3, 29.3; 37.6, 36.5; 32.4, 34.8; 23.1, 49.3; 26.7, 37.0; 27.5, 22.6; 27.3, 15.8|18.8, 52.7; 18.0, 56.6; 15.4, 59.7; 18.3, 52.0|23.5, 64.5; 26.3, 64.1; 26.7, 66.0|46.2, 27.6; 48.3, 30.7; 46.3, 36.5; 45.0, 27.3|49.5, 46.9; 49.8, 54.9; 53.6, 54.2; 57.2, 58.1; 51.5, 62.2; 49.8, 66.0; 44.5, 65.3; 40.9, 63.2; 40.8, 58.9; 38.3, 54.9; 41.0, 51.7; 44.4, 54.9; 48.6, 46.1|54.3, 73.0; 55.2, 73.9; 54.5, 76.5; 52.5, 73.0|46.1, 77.0; 44.6, 78.9; 43.7, 78.7|65.7, 57.5; 70.9, 62.1; 70.8, 72.1; 70.2, 67.7; 64.5, 57.7|61.7, 50.6; 63.4, 50.4; 62.5, 51.2|77.9, 46.1; 81.1, 45.3; 82.2, 45.8; 81.4, 47.6; 78.2, 46.9|80.9, 54.6; 81.8, 55.2; 81.2, 58.0|69.0, 30.0; 70.1, 36.3; 72.6, 39.2; 72.1, 42.3; 68.6, 36.6; 65.4, 34.7; 60.9, 30.3; 61.7, 28.0; 65.8, 33.1; 68.1, 29.8|43.6, 6.1; 46.7, 7.7; 49.3, 11.8; 55.4, 11.5; 56.0, 12.5; 55.6, 14.7; 49.2, 13.6; 43.1, 6.7|58.3, 13.0; 61.1, 14.8; 61.4, 13.1; 65.2, 14.4; 69.0, 18.3; 69.5, 26.4; 68.2, 20.1; 65.2, 17.5; 62.5, 17.5; 58.3, 19.7::18.5, 16.3; 20.3, 14.0; 24.5, 15.0; 27.0, 16.9; 22.5, 21.7; 20.1, 20.7; 18.7, 17.6|32.2, 30.5; 31.6, 35.4; 31.9, 37.5; 33.1, 38.8; 33.1, 40.7; 31.0, 43.3; 31.3, 48.5; 28.5, 51.8; 29.8, 54.6; 29.0, 56.2; 25.3, 56.7; 17.7, 63.2; 17.2, 56.7; 19.2, 56.9; 27.7, 51.4; 29.5, 45.5; 29.2, 42.7; 25.5, 39.1; 26.3, 36.7; 29.5, 34.3|35.9, 52.4; 37.7, 56.3; 38.2, 62.9; 39.6, 70.5; 41.0, 75.6; 42.3, 76.2; 43.3, 85.5; 47.8, 85.9; 49.2, 87.9; 45.1, 93.6; 43.8, 93.0; 43.7, 89.7; 41.6, 88.5; 39.9, 88.9; 38.3, 95.1; 37.5, 96.1; 37.0, 95.6; 36.5, 93.5; 32.8, 88.5; 36.3, 80.7; 37.1, 76.2; 33.1, 71.1; 25.6, 70.0; 25.3, 65.8; 25.9, 62.9; 27.6, 60.0; 30.2, 58.6; 35.2, 59.4|48.2, 78.1; 49.5, 77.3; 52.0, 79.1; 59.2, 75.7; 59.0, 77.5; 57.0, 79.2; 55.7, 85.7; 49.9, 82.8|37.8, 16.0; 39.3, 21.5; 42.3, 29.6; 37.8, 32.5; 37.9, 41.3; 36.3, 47.6; 34.6, 47.9; 34.6, 47.9; 36.4, 45.2; 35.9, 35.3; 37.6, 26.2; 36.2, 24.7; 34.9, 21.6; 34.8, 19.3|40.7, 45.2; 40.6, 47.9; 40.2, 47.6|51.8, 50.9; 53.5, 60.9; 48.4, 61.1|56.3, 48.3; 59.1, 49.1; 57.6, 55.7|41.7, 20.5; 49.0, 20.5; 50.4, 17.9; 54.1, 19.7; 54.8, 22.5; 62.0, 28.1; 69.5, 35.6; 67.2, 39.7; 66.1, 39.7; 64.7, 35.2; 61.5, 31.0; 57.4, 25.5; 51.4, 23.1; 46.7, 22.1|60.7, 11.5; 58.3, 21.6; 57.6, 18.7; 58.2, 14.2|65.3, 18.4; 67.2, 18.3; 66.8, 20.0; 65.5, 20.7|43.9, 50.0; 47.6, 40.2; 53.5, 35.4; 58.0, 34.9; 66.6, 42.8; 68.8, 44.0; 70.8, 48.8; 67.0, 54.0; 64.7, 46.5; 60.6, 40.2; 58.0, 40.6; 54.8, 39.7; 52.0, 42.8; 51.0, 46.0; 48.2, 50.4; 44.6, 51.8::62.0, 31.1; 69.6, 40.2; 65.2, 37.5|74.9, 45.8; 82.1, 45.1; 80.9, 51.4|68.5, 65.6; 69.3, 74.4; 57.6, 74.8|41.5, 85.9; 36.9, 87.6; 29.7, 82.1|35.7, 61.4; 46.5, 71.6; 41.2, 66.5|41.5, 30.4; 44.6, 39.1; 37.5, 35.6|45.1, 27.6; 48.5, 22.5; 51.5, 30.8::70.2, 29.5; 73.7, 38.7; 68.0, 39.0|67.7, 51.5; 69.7, 60.1; 64.5, 55.6|53.5, 73.2; 54.8, 77.5; 50.1, 81.5|45.8, 59.1; 48.5, 64.3; 43.6, 62.6|28.9, 50.3; 31.9, 54.2; 33.5, 58.5|28.8, 38.6; 30.6, 30.5; 36.5, 29.5|43.5, 29.3; 45.8, 29.5; 46.2, 35.5; 43.2, 33.0	Metal, Elementium Ore, Giant Sack
				Container	Tiny Treasure Chest	~	Any	~	FALSE	Phase 1	0	After using a Potion of Treasure Finding, drops from any Cataclysm mob that drops loot. The drop chance for a chest seems to be around 5% per kill. This is a decent source of cloth, while giving only trace amounts of ore and Volatiles. Thus, you should research whether the potion generates enough value to be worth its own cost, and use it when already farming something else.			
				Mined	Any minable mob	~	Deepholm	Mining	FALSE	Phase 1	1	Most, but not all, minable mobs are found in Deepholm. Note that the ones you can realistically kill have a 5% or lower drop rate, so it seems unlikely farming Elementium would ever be worth doing this way. Take it as a lovely bonus on mobs you were already killing and mining.			
				Fished	Sealed Crate: Tol Barad	67.9, 53.2	Tol Barad Peninsula	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. Beware unpleasant members of the other faction. Can only be fished on the Peninsula, the northern contested area.			
				Fished	Sealed Crate: Darkmoon Island	~	Darkmoon Island	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. The Darkmoon Island's crates have a different drop table with more faire food. The pools can also contain mounts, so beware competition.			
			Folded Obsidium												
				Crafted	Folded Obsidium	~	~	Blacksmithing	FALSE	Phase 1	0	2 Obsidium Bar per Folded Obsidium. (Even though, really, it's twisted.)			Metal, Obsidium Bar
			Hardened Elementium Bar												
				Crafted	Hardened Elementium Bar	~	~	Mining	FALSE	Phase 1	0	Ten Elementium Bars and four Volatile Earth per Hardened bar.			Metal, Elementium Bar; Elemental, Volatile Earth
			Obsidium Bar												
				Crafted	Smelt Obsidium	~	~	Mining	FALSE	Phase 1	0	2 Obsidium Ore per bar.			Metal, Obsidium Ore
			Obsidium Ore												
				Mined	Obsidium Deposit	~	Vashj'ir: Kelp'thar Forest; Vashj'ir: Shimmering Expanse; Vashj'ir: Abyssal Depths; Mount Hyjal; Deepholm	Mining	FALSE	Phase 1	3	Rich veins occasionally replace regular spawns in Deepholm only. If there were no competition, Deepholm would be best for farming. In practice however, you'll have to contend with countless druids. There is not really a better source, so you'll have to try for yourself and figure out what area works best for you. While Vashj'ir may look worthless, consider that you can unlock a seahorse mount with only a few quests that goes very fast even if you don't have master riding skill. This could put you on even footing if you can't afford to give your farming character fast flying.		38.3, 19.4; 37.5, 20.5; 35.2, 22.1|48.5, 19.5; 52.1, 22.7; 54.9, 27.5; 52.1, 25.5; 47.0, 27.0; 46.7, 23.9|48.7, 33.0; 51.6, 32.1; 51.6, 36.0; 49.8, 34.5|54.5, 44.1; 61.0, 45.5; 59.1, 46.9; 56.5, 46.2; 59.9, 55.5; 61.9, 57.5; 62.6, 59.5; 58.7, 60.0|49.8, 55.5; 53.7, 62.1; 51.2, 58.4|58.1, 73.6; 60.2, 78.9; 58.5, 80.0; 58.7, 85.2; 57.9, 87.9; 54.6, 84.2; 58.5, 80.0::40.2, 30.9;41.5, 30.8; 47.1, 33.7; 50.6, 34.5; 52.5, 35.9; 53.5, 37.8; 50.7, 36.3; 47.9, 37.5; 46.5, 43.7; 41.0, 40.7; 40.5, 39.5; 41.8, 37.5; 39.8, 32.5|52.5, 43.8; 56.2, 40.5; 56.9, 39.1; 59.9, 38.5; 65.1, 40.0; 61.0, 41.1; 56.8, 41.6; 52.2, 45.5|66.9, 52.2; 68.5, 51.9; 67.6, 54.8; 66.3, 54.5|59.7, 79.7; 61.9, 81.5; 62.1, 83.5; 60.5, 88.3; 57.1, 90.7; 54.6, 90.0; 49.7, 86.2; 47.6, 83.5; 53.3, 84.5; 55.0, 82.2|44.0, 66.5; 41.2, 76.1; 39.8, 80.5; 40.5, 76.5; 43.2, 67.0|36.7, 65.1; 36.5, 73.7; 35.6, 69.8::46.5, 24.6; 46.5, 28.5; 44.6, 31.5; 38.6, 38.3; 33.9, 36.6; 34.6, 32.9; 36.1, 29.3; 35.3, 25.5; 38.6, 26.2; 41.6, 29.8;44.6, 29.2|40.2, 21.2; 42.1, 18.1; 47.4, 17.1; 50.5, 17.7; 56.3, 22.6; 54.3, 33.1; 52.5, 28.9; 51.6, 24.0; 48.8, 18.6; 42.5, 21.8|48.8, 35.9; 51.9, 35.6; 48.5, 37.7; 45.8, 39.0|54.6, 43.5; 57.2, 45.5; 53.7, 46.7; 52.6, 45.6|49.8, 69.5; 50.9, 71.0; 52.0, 78.6; 49.0, 78.5; 48.2, 69.3|42.1, 74.7; 45.9, 56.1; 46.9, 45.5; 48.9, 48.8; 44.2, 72.7; 42.5, 78.5|25.2, 74.3; 28.6, 72.6; 33.1, 72.2; 34.5, 73.1; 33.7, 74.8; 32.0, 73.5; 25.5, 77.2|23.5, 49.2; 21.5, 53.2; 20.6, 50.7|22.0, 59.6, 21.1, 65.5; 20.5, 63.0; 20.9, 60.1::10.5, 34.5; 12.5, 32.1; 13.6, 31.6; 14.7, 38.8; 9.3, 36.5|12.9, 46.6; 17.2, 45.5; 17.6, 46.5; 15.5, 52.5|23.0, 31.5; 25.7, 29.8; 24.7, 32.2; 28.7, 35.7; 27.8, 38.6; 31.1, 40.4; 27.5, 41.0; 25.7, 40.6; 25.7, 38.5; 24.5, 35.7|17.9, 55.4; 21.5, 56.8; 25.6, 60.8; 23.3, 61.5; 19.2, 59.0; 18.0, 56.5|27.7, 51.2; 29.9, 50.9; 32.5, 46.0; 34.1, 46.8; 36.3, 44.0; 37.5, 50.8; 40.3, 51.6; 37.7, 55.0; 41.5, 58.8; 41.5, 63.3; 38.9, 65.5; 32.8, 66.6; 32.8, 61.8; 27.6, 55.0|32.9, 74.2; 32.5, 77.2; 31.5, 82.3; 33.9, 91.6; 36.6, 95.5; 35.8, 98.9; 32.2, 94.2; 31.3, 90.4; 31.5, 87.5; 30.6, 75.1|35.0, 21.7; 35.8, 24.5; 34.9, 27.5; 35.0, 35.6; 32.3, 28.8;32.4, 24.1|39.8, 29.7; 46.6, 35.6; 42.2, 33.9; 39.9, 32.5|41.2, 20.5; 47.5, 17.8; 50.5, 17.0; 48.2, 21.1|52.5, 17.7; 57.8, 14.5; 55.5, 18.3; 65.7, 18.5; 55.6, 19.8; 54.0, 20.8|44.9, 25.5; 49.6, 25.5; 53.0, 29.7; 56.5, 29.0; 56.3, 32.8; 54.8, 36.4; 53.0, 38.4; 51.6, 34.0; 49.1, 30.0; 42.9, 27.5|58.6, 32.4; 67.2, 29.1; 65.5, 32.5; 61.1, 36.7|47.7, 53.3; 49.6, 51.1; 51.9, 50.8; 54.6, 52.5; 56.3, 52.5; 59.7, 56.3; 62.7, 53.7; 64.5, 50.9; 67.5, 50.6; 69.8, 56.0; 68.0, 55.7; 64.5, 56.8; 62.8, 60.0; 60.0, 60.5; 58.6, 58.8; 52.3, 58.6; 51.0, 60.0; 49.7, 59.6|55.3, 64.9; 58.9, 66.5; 57.9, 68.1; 62.0, 72.1; 59.8, 73.0; 57.6, 72.1; 56.5, 69.8; 54.3, 68.5; 53.6, 66.8|59.6, 77.5; 60.6, 82.5; 59.0, 84.9; 59.2, 82.5; 56.7, 81.2; 56.8, 79.5|51.8, 75.1; 52.5, 77.6; 50.8, 82.1|72.9, 57.9; 74.7, 56.9; 76.8, 57.5; 78.5, 53.3; 80.6, 51.2; 82.5, 50.6; 84.2, 47.5; 88.1, 48.5; 86.5, 55.7; 84.5, 65.0; 80.2, 67.5; 78.1, 64.6; 75.9, 69.6; 75.2, 66.6; 72.7, 65.0; 73.1, 62.5::59.8, 32.5; 62.3, 30.3; 63.2, 22.1; 68.1, 23.8; 73.8, 28.8; 75.6, 36.5; 77.5, 46.5; 68.8, 48.8; 69.4, 56.0; 74.5, 60.3; 75.9, 63.9; 75.8, 67.5; 70.9, 65.3; 71.5, 75.9; 63.5, 84.5; 60.0, 84.5; 57.1, 88.9; 54.2, 84.6; 48.1, 88.5; 40.5, 88.5; 36.2, 83.5; 32.6, 84.4; 27.0, 77.5; 24.2, 68.8; 20.2, 57.0; 21.4, 46.5; 26.0, 41.3; 23.1, 35.3; 26.8, 30.6; 27.2, 27.3; 28.9, 22.0; 39.4, 13.2; 44.5, 11.1; 49.2, 14.0; 46.7, 19.5; 52.8, 20.5; 47.7, 27.1; 48.9, 33.0; 53.8, 34.1; 59.8, 32.5	
				Fished	Sealed Crate: Tol Barad	67.9, 53.2	Tol Barad Peninsula	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. Beware unpleasant members of the other faction. Can only be fished on the Peninsula, the northern contested area.			
				Fished	Sealed Crate: Darkmoon Island	~	Darkmoon Island	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. The Darkmoon Island's crates have a different drop table with more faire food. The pools can also contain mounts, so beware competition.			
			Pyrite Ore												
				Mined	Pyrite Deposit	~	Uldum; Twilight Highlands	Mining	FALSE	Phase 1	4	Pyrite Deposits replace Elementium Veins sometimes in the Highlands and Uldum.		25.8, 7.1; 33.0, 9.2; 43.6, 6.1; 41.1, 10.0; 41.3, 12.7; 40.1, 15.9; 35.7, 22.9; 38.3, 29.3; 37.6, 36.5; 32.4, 34.8; 23.1, 49.3; 26.7, 37.0; 27.5, 22.6; 27.3, 15.8|18.8, 52.7; 18.0, 56.6; 15.4, 59.7; 18.3, 52.0|23.5, 64.5; 26.3, 64.1; 26.7, 66.0|46.2, 27.6; 48.3, 30.7; 46.3, 36.5; 45.0, 27.3|49.5, 46.9; 49.8, 54.9; 53.6, 54.2; 57.2, 58.1; 51.5, 62.2; 49.8, 66.0; 44.5, 65.3; 40.9, 63.2; 40.8, 58.9; 38.3, 54.9; 41.0, 51.7; 44.4, 54.9; 48.6, 46.1|54.3, 73.0; 55.2, 73.9; 54.5, 76.5; 52.5, 73.0|46.1, 77.0; 44.6, 78.9; 43.7, 78.7|65.7, 57.5; 70.9, 62.1; 70.8, 72.1; 70.2, 67.7; 64.5, 57.7|61.7, 50.6; 63.4, 50.4; 62.5, 51.2|77.9, 46.1; 81.1, 45.3; 82.2, 45.8; 81.4, 47.6; 78.2, 46.9|80.9, 54.6; 81.8, 55.2; 81.2, 58.0|69.0, 30.0; 70.1, 36.3; 72.6, 39.2; 72.1, 42.3; 68.6, 36.6; 65.4, 34.7; 60.9, 30.3; 61.7, 28.0; 65.8, 33.1; 68.1, 29.8|43.6, 6.1; 46.7, 7.7; 49.3, 11.8; 55.4, 11.5; 56.0, 12.5; 55.6, 14.7; 49.2, 13.6; 43.1, 6.7|58.3, 13.0; 61.1, 14.8; 61.4, 13.1; 65.2, 14.4; 69.0, 18.3; 69.5, 26.4; 68.2, 20.1; 65.2, 17.5; 62.5, 17.5; 58.3, 19.7::18.5, 16.3; 20.3, 14.0; 24.5, 15.0; 27.0, 16.9; 22.5, 21.7; 20.1, 20.7; 18.7, 17.6|32.2, 30.5; 31.6, 35.4; 31.9, 37.5; 33.1, 38.8; 33.1, 40.7; 31.0, 43.3; 31.3, 48.5; 28.5, 51.8; 29.8, 54.6; 29.0, 56.2; 25.3, 56.7; 17.7, 63.2; 17.2, 56.7; 19.2, 56.9; 27.7, 51.4; 29.5, 45.5; 29.2, 42.7; 25.5, 39.1; 26.3, 36.7; 29.5, 34.3|35.9, 52.4; 37.7, 56.3; 38.2, 62.9; 39.6, 70.5; 41.0, 75.6; 42.3, 76.2; 43.3, 85.5; 47.8, 85.9; 49.2, 87.9; 45.1, 93.6; 43.8, 93.0; 43.7, 89.7; 41.6, 88.5; 39.9, 88.9; 38.3, 95.1; 37.5, 96.1; 37.0, 95.6; 36.5, 93.5; 32.8, 88.5; 36.3, 80.7; 37.1, 76.2; 33.1, 71.1; 25.6, 70.0; 25.3, 65.8; 25.9, 62.9; 27.6, 60.0; 30.2, 58.6; 35.2, 59.4|48.2, 78.1; 49.5, 77.3; 52.0, 79.1; 59.2, 75.7; 59.0, 77.5; 57.0, 79.2; 55.7, 85.7; 49.9, 82.8|37.8, 16.0; 39.3, 21.5; 42.3, 29.6; 37.8, 32.5; 37.9, 41.3; 36.3, 47.6; 34.6, 47.9; 34.6, 47.9; 36.4, 45.2; 35.9, 35.3; 37.6, 26.2; 36.2, 24.7; 34.9, 21.6; 34.8, 19.3|40.7, 45.2; 40.6, 47.9; 40.2, 47.6|51.8, 50.9; 53.5, 60.9; 48.4, 61.1|56.3, 48.3; 59.1, 49.1; 57.6, 55.7|41.7, 20.5; 49.0, 20.5; 50.4, 17.9; 54.1, 19.7; 54.8, 22.5; 62.0, 28.1; 69.5, 35.6; 67.2, 39.7; 66.1, 39.7; 64.7, 35.2; 61.5, 31.0; 57.4, 25.5; 51.4, 23.1; 46.7, 22.1|60.7, 11.5; 58.3, 21.6; 57.6, 18.7; 58.2, 14.2|65.3, 18.4; 67.2, 18.3; 66.8, 20.0; 65.5, 20.7|43.9, 50.0; 47.6, 40.2; 53.5, 35.4; 58.0, 34.9; 66.6, 42.8; 68.8, 44.0; 70.8, 48.8; 67.0, 54.0; 64.7, 46.5; 60.6, 40.2; 58.0, 40.6; 54.8, 39.7; 52.0, 42.8; 51.0, 46.0; 48.2, 50.4; 44.6, 51.8	Metal, Elementium Ore, Elementium Vein
				Mined	Rich Pyrite Deposit	67.9, 53.2	Tol Barad Peninsula; Tol Barad	Mining	FALSE	Phase 1	5	Rich Pyrite Deposits only spawn in both halves of Tol Barad, replacing Elementium Vein spawns. Ore veins only spawn at the corners of each area, and if you've found a vein at one corner, the other two will not have one.		62.0, 31.1; 69.6, 40.2; 65.2, 37.5|74.9, 45.8; 82.1, 45.1; 80.9, 51.4|68.5, 65.6; 69.3, 74.4; 57.6, 74.8|41.5, 85.9; 36.9, 87.6; 29.7, 82.1|35.7, 61.4; 46.5, 71.6; 41.2, 66.5|41.5, 30.4; 44.6, 39.1; 37.5, 35.6|45.1, 27.6; 48.5, 22.5; 51.5, 30.8::70.2, 29.5; 73.7, 38.7; 68.0, 39.0|67.7, 51.5; 69.7, 60.1; 64.5, 55.6|53.5, 73.2; 54.8, 77.5; 50.1, 81.5|45.8, 59.1; 48.5, 64.3; 43.6, 62.6|28.9, 50.3; 31.9, 54.2; 33.5, 58.5|28.8, 38.6; 30.6, 30.5; 36.5, 29.5|43.5, 29.3; 45.8, 29.5; 46.2, 35.5; 43.2, 33.0	Metal, Elementium Ore, Elementium Vein
				Container	Tiny Treasure Chest	~	Any	~	FALSE	Phase 1	0	After using a Potion of Treasure Finding, drops from any Cataclysm mob that drops loot. The drop chance for a chest seems to be around 5% per kill. This is a decent source of cloth, while giving only trace amounts of ore and Volatiles. Thus, you should research whether the potion generates enough value to be worth its own cost, and use it when already farming something else.			
				Fished	Sealed Crate: Tol Barad	67.9, 53.2	Tol Barad Peninsula	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. Beware unpleasant members of the other faction. Can only be fished on the Peninsula, the northern contested area.			
				Fished	Sealed Crate: Darkmoon Island	~	Darkmoon Island	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. The Darkmoon Island's crates have a different drop table with more faire food. The pools can also contain mounts, so beware competition.			
			Pyrium Bar												
				Crafted	Smelt Pyrite	~	~	Mining	FALSE	Phase 1	0	Two Pyrite Ore per bar.			Metal, Pyrite Ore
				Crafted	Transmute: Pyrium Bar	~	Transmutation with CD	Alchemy	FALSE	Phase 1	0	One Elementium Bar and one Volatile Earth per transmute. While better than a mouthful of nails, you should try to avoid doing this transmute at all costs. It triggers the 20 hour transmutation cooldown shared with Transmute: Living Elements and Transmute: Truegold, both of which are almost certainly a far better use of your daily cooldown.			Metal, Elementium Bar; Elemental, Volatile Earth; Metal, Truegold, Transmute: Truegold
			Truegold												
				Crafted	Transmute: Truegold	~	Transmutation with CD	Alchemy	FALSE	Phase 1	0	3 Pyrium Bar and 10 each of Volatile Air, Fire, and Water per bar. Triggers the shared 20 hour transmutation cooldown, but is almost certainly the best use of your daily cooldown if available.			Metal, Pyrium Bar; Elemental, Volatile Air; Elemental, Volatile Fire; Elemental, Volatile Water
Other	Chaos Orb	#45818e													
			Abyssal Clam												
				Drop	Aquatic humanoids and Neferset	~	Vashj'ir: Kelp'thar Forest; Vashj'ir: Shimmering Expanse; Vashj'ir: Abyssal Depths; Uldum; Twilight Highlands	~	FALSE	Phase 1	0	Dropped by Naga, Gilblin, Murlocs, and Neferset Tol'vir (because cats like clams, despite that these clams never have meat.) There are too many mobs to even list. It's a safe assumption that if you are slaying a humanoid which is moist, it'll drop a clam.			
			Chaos Orb												
				Drop	Any heroic dungeon end boss	~	~	Group	FALSE	Phase 1	0	One Chaos Orb is dropped for the group to share. Prior to 4.3 Orbs were Bind on Pickup, but equivalent items in previous Classic expansions were tradeable immediately.			
			Cocoa Beans												
				Sold	Imported Supplies	~	~	Cooking	FALSE	Phase 1	0	Sold by any cooking supplier for one Epicurean's Award each. The bag always contains at least 40 beans, but may contain more, up to 55. So if you need to buy three bags to acquire 91 for You'll Feel Right As Rain, consider yourself unlucky.			
			Deepstone Oil												
				Crafted	Deepstone Oil	~	~	Alchemy	FALSE	Phase 1	0	One Albino Cavefish per Oil. There is no alchemy specialisation which could cause you to get extra product, since it's oil and not a potion, elixir, or transmutation.			Meat and Fish, Albino Cavefish
			Draenei Tome												
				Surveyed	Draenei digsites	~	~	Archeology	FALSE	Phase 1	0	Random drop whenever you open a survey pile in a draenei digsite. There are no other original sources of keystones, but they can be traded and sold on the auction house, whether you want your archeology to go faster or to be more lucrative. Some say this one will guide you to the Xel'naga if you collect enough!			
			Dwarf Runestone												
				Surveyed	Dwarf digsites	~	~	Archeology	FALSE	Phase 1	0	Random drop whenever you open a survey pile in a dwarf digsite. There are no other original sources of keystones, but they can be traded and sold on the auction house, whether you want your archeology to go faster or to be more lucrative. You'd think it would be correctly spelled Dwarven Runestone, but you see, it's a stone that has the "dwarf" rune on it. Yep.			
			Essence of Destruction												
				Drop	Any Dragon Soul boss		~	Group	FALSE	Phase 1	0	As with any other raid material, you'll get this either for free or a very high price. Each boss seems to drop around 0.7 Essences on average. They will not drop them on LFR difficulty.			
			Highborne Scroll												
				Surveyed	Night Elf digsites	~	~	Archeology	FALSE	Phase 1	0	Random drop whenever you open a survey pile in a night elf digsite. There are no other original sources of keystones, but they can be traded and sold on the auction house, whether you want your archeology to go faster or to be more lucrative. You could probably just ask the artifact's original owner for guidance, since they're all still around, but that may be a bad idea with some highborne.			
			Living Ember												
				Drop	Any Firelands boss	22.2, 42.8	~	Group	FALSE	Phase 1	0	As with any other raid material, you'll get this either for free or a very high price. Each boss seems to have around a 33% chance of dropping one, very rarely dropping two.			
			Nerubian Obelisk												
				Surveyed	Nerubian digsites	~	~	Archeology	FALSE	Phase 1	0	Random drop whenever you open a survey pile in a nerubian digsite. There are no other original sources of keystones, but they can be traded and sold on the auction house, whether you want your archeology to go faster or to be more lucrative. Sadly, all that we thought to be nerubian culture (like the design of most Scourge buildings!) was actually Maldraxxus all along, so this is near worthless.			
			Orc Blood Text												
				Surveyed	Orc digsites	~	~	Archeology	FALSE	Phase 1	0	Random drop whenever you open a survey pile in an orc digsite. There are no other original sources of keystones, but they can be traded and sold on the auction house, whether you want your archeology to go faster or to be more lucrative. The sheer impracticality of writing in blood deserves its own dissertation, but hey, if it works.			
			Pyrium-Laced Crystalline Vial												
				Sold	Yasmin	17.9, 86.8	Uldum	~	FALSE	Phase 1	0	Tucked in a little valley, not part of any faction so she will not give you discounts for reputation nor for being a goblin, but you can get a discount for being part of a high level guild.	26.6, 7.2		
			Sands of Time												
				Sold	Yasmin	17.9, 86.8	Uldum	~	FALSE	Phase 1	0	Tucked in a little valley, not part of any faction so she will not give you discounts for reputation nor for being a goblin, but you can get a discount for being part of a high level guild.	26.6, 7.2		
			Tol'vir Hieroglyphic												
				Surveyed	Tol'vir digsites	~	~	Archeology	FALSE	Phase 1	0	Random drop whenever you open a survey pile in a Tol'vir digsite. There are no other original sources of keystones, but they can be traded and sold on the auction house, whether you want your archeology to go faster or to be more lucrative. If you find one of these, congratulations, you are now 12 fragments closer to not getting that sandstone drake recipe.			
			Troll Tablet												
				Surveyed	Troll digsites	~	~	Archeology	FALSE	Phase 1	0	Random drop whenever you open a survey pile in a troll digsite. There are no other original sources of keystones, but they can be traded and sold on the auction house, whether you want your archeology to go faster or to be more lucrative. With trolls having spent ages as basically the only sentient species, you'd think anyone's back yard counts as a troll dig site, but nope, enjoy your travel.			
			Vrykul Rune Stick												
				Surveyed	Vrykul digsites	~	~	Archeology	FALSE	Phase 1	0	Random drop whenever you open a survey pile in a vrykul digsite. There are no other original sources of keystones, but they can be traded and sold on the auction house, whether you want your archeology to go faster or to be more lucrative. Just don't worry too much about who sygar whose helmond.			
Part	Handful of Obsidium Bolts	#783f04													
			Electrified Ether												
				Crafted	Electrified Ether	~	~	Engineering	FALSE	Phase 1	0	Crafted two at a time for two Volatile Air per craft.			Elemental, Volatile Air
			Handful of Obsidium Bolts												
				Crafted	Handful of Obsidium Bolts	~	~	Engineering	FALSE	Phase 1	0	Crafted three at a time for two Obsidium Bars per craft.			Metal, Obsidium Bar
			Jeweler's Setting												
				Sold	Jewelcrafting suppliers	~	~	Engineering	FALSE	Phase 1	0	Sold cheaply by any jewelcrafting supplier and most trainers.			
